0	1	2	3
PP_1059	ytnA	Uncharacterized amino acid permease YtnA	
PP_1003	arcD-II	Arginine/ornithine antiporter	
PP_0977	valS		Valine--tRNA ligase
PP_0950	ptsN	Phosphotransferase system enzyme IIA, regulation of potassium transport	
PP_0924			Hemolysin
PP_0920	xenB	Xenobiotic reductase B	
PP_0718		Sulfate transporter	
PP_0689	rpmA		Large ribosomal subunit protein bL27
PP_0663		Transcriptional regulator, AsnC family	
PP_0539	mtfA	Glucose-regulated peptidase	
PP_0463	rpsQ		Small ribosomal subunit protein uS17
PP_0461	rplP		Large ribosomal subunit protein uL16
PP_0347			Serine/threonine protein kinase
PP_0283	aotP	Arginine/ornithine transport ATP-binding protein AotP	
PP_0279			Methyltransferase domain-containing protein
PP_0206		Ferredoxin, 4Fe-4S	
PP_0157	gcdR	Transcriptional activator of gcdH, LysR family	
PP_0149			DUF4105 domain-containing protein
PP_0019			Transcriptional regulator
PP_5442		Uncharacterized protein	
PP_1939			Formaldehyde dehydrogenase, glutathione-independent
PP_5571		Uncharacterized protein	
PP_5743		TonB-dependent receptor protein	
PP_5728			RHS repeat-associated core domain-containing protein
PP_4745		Transposase	
PP_5092		Exported NLP/P60 protein	
PP_5036	hutF	Probable formiminoglutamate deiminase	
PP_4997	pyrR	Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	
PP_4995			UPF0301 protein PP_4995
PP_4977	metF		Methylenetetrahydrofolate reductase
PP_4933			Metal ABC transporter ATPase
PP_4927	cyaB	Cyclolysin secretion/processing ATP-binding protein CyaB	
PP_4916		Esterase	
PP_4877	rpsF		Small ribosomal subunit protein bS6
PP_4876	rpsR		Small ribosomal subunit protein bS18
PP_4840	cycA	D-alanine, beta-alanine, D-serine, glycine permease	
PP_4822	purH		Bifunctional purine biosynthesis protein PurH
PP_4774	fieF	Divalent cation efflux transporter	
PP_4767	yedA	Amino acid exporter for phenylalanine, threonine	
PP_4626	cidA	Holin regulator of murein hydrolases	
PP_4579		Transcriptional regulator, LysR family	
PP_4529			3-oxoacyl-ACP synthase
PP_4348		Cystathionine beta-lyase	
PP_4334		ParA family protein	
PP_4256	ccoO-II	Cytochrome c oxidase subunit, cbb3-type	
PP_4183			DUF599 family protein
PP_4156		Transcriptional regulator, LysR family	
PP_4109		Uncharacterized protein	
PP_4027			RHS repeat-associated core domain-containing protein
PP_3951	pcaI		3-oxoadipate CoA-transferase
PP_3920		Phage integrase	
PP_3913		Uncharacterized protein	
PP_3875		Uncharacterized protein	
PP_3861		Phage FluMu protein gp46	
PP_3813	ribAB-II		3,4-dihydroxy-2-butanone 4-phosphate synthase
PP_3735		ABC transporter ATP-binding protein	
PP_3719		Putrescine-binding periplasmic protein	
PP_3666		Metabolite MFS transporter, MHS family	
PP_3571		Acetylornithine deacetylase	
PP_3542			DUF3203 domain-containing protein
PP_3495	trmK	tRNA (Adenine(22)-N(1))-methyltransferase	
PP_3492		Short-chain acyl-CoA dehydrogenase	
PP_3486		Cytochrome c	
PP_3454		Transcriptional regulatory protein	
PP_3413			histidine kinase
PP_3308	paoA	Promiscuous aromatic aldehyde dehydrogenase, 2Fe-2S subunit	
PP_3237		Universal stress protein family	
PP_3092			Type IV / VI secretion system DotU domain-containing protein
PP_3042		Terminase, large subunit	
PP_3034		Regulator protein	
PP_2997		CnmA	
PP_2989		Oxidoreductase, short chain dehydrogenase/reductase family	
PP_2781		Beta-ketoacyl synthase	
PP_2771		Sigma-54 dependent transcriptional regulator	
PP_2770			Leucine-binding protein domain-containing protein
PP_2706		Uncharacterized protein	
PP_2689		Endoribonuclease	
PP_2599		Chemotaxis sensory transducer family protein	
PP_2594	fatD	Ferric anguibactin transport system permease protein FatD	
PP_2552		DOPA decarboxylase	
PP_2516	galR		HTH-type transcriptional regulator GalR
PP_2506			DUF2165 domain-containing protein
PP_2385	azlC	Branched-chain amino acid transport protein AzlC	
PP_2383		Transcriptional regulator, AraC family	
PP_2244			Probable membrane transporter protein
PP_2226	mrpF	K(+)/H(+) antiporter subunit F	
PP_2212			RING-type E3 ubiquitin transferase
PP_2144		Transcriptional regulator, TetR family	
PP_2091		Serine/threonine-protein kinase	
PP_2084			Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
PP_2068		Multidrug efflux MFS membrane fusion protein	
PP_2043			DUF1329 domain-containing protein
PP_2012	nadK		NAD kinase
PP_1844	plsC		1-acyl-sn-glycerol-3-phosphate acyltransferase
PP_1690		Uncharacterized protein	
PP_1678	cobP		Bifunctional adenosylcobalamin biosynthesis protein
PP_1602	fabZ		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PP_1571			HK97 gp10 family phage protein
PP_1564		Uncharacterized protein	
PP_1455			Fe-S protein
PP_1429	mucB	Sigma factor AlgU regulatory protein MucB	
PP_1300	yhdZ	Amino acid ABC transporter-ATP-binding subunit	
PP_1295	rhlB		ATP-dependent RNA helicase RhlB
PP_1236			Glycine cleavage system transcriptional repressor
PP_1119			UPF0225 protein PP_1119
PP_0890			Amidase
PP_0771	chpB	mRNA interferase	
PP_0713	kefB-I	Kef-type potassium/proton antiporter, CPA2 family	
PP_0642			YitT family protein
PP_0594		Transcriptional regulator, TetR family	
PP_0502			HTH hxlR-type domain-containing protein
PP_0437	birA		Bifunctional ligase/repressor BirA
PP_0357			Glycine cleavage system transcriptional repressor
PP_0293	hisF		Imidazole glycerol phosphate synthase subunit HisF
PP_0285			Probable Fe(2+)-trafficking protein
PP_0263	dctD-I	C4-dicarboxylate transport transcriptional regulatory protein	
PP_0219	metP	L,D-methionine D-methionine ABC transporter-permease subunit	
PP_0097			DNA-binding protein
PP_0026		Cobalt/cadmium/zinc exporter	
PP_5493		Uncharacterized protein	
PP_5502	rmf		Ribosome modulation factor
PP_5521		Uncharacterized protein	
PP_5682		Uncharacterized protein	
PP_5696			HDOD domain-containing protein
PP_5713		Uncharacterized protein	
PP_1224	cpoB		Cell division coordinator CpoB
PP_4494		LysR-type transcriptional activator protein	
PP_5288	algC		Phosphomannomutase/phosphoglucomutase
PP_5230	xerC		Tyrosine recombinase XerC
PP_5148			DUF2269 domain-containing protein
PP_5081		Type IV pili biogenesis protein	
PP_4956	elaA	Acyltransferase	
PP_4860		Mannose-6-phosphate isomerase	
PP_4770			DUF2076 domain-containing protein
PP_4727	dnaK		Chaperone protein DnaK
PP_4718	ftsH		ATP-dependent zinc metalloprotease FtsH
PP_4627	cidR	Transcriptional regulator, LysR family	
PP_4572			DUF748 domain-containing protein
PP_4518			Inner membrane protein
PP_4488			DUF2790 domain-containing protein
PP_4448			Helicase HerA central domain-containing protein
PP_4315		Enzyme	
PP_4251	ccoO-I	Cytochrome c oxidase subunit, cbb3-type	
PP_4247		Exonuclease	
PP_4233		Oxidoreductase, small subunit	
PP_4231		Xanthine dehydrogenase accessory factor	
PP_4223	pvdH	Diaminobutyrate-2-oxoglutarate transaminase	
PP_4209	pvdR	ABC export system, membrane fusion protein	
PP_4168			Lipase
PP_4002	rarA		Replication-associated recombination protein A
PP_3972		Oxidoreductase, short chain dehydrogenase/reductase family	
PP_3950		Methyl-accepting chemotaxis transducer	
PP_3854			Lysozyme
PP_3836		Uncharacterized protein	
PP_3726		Enoyl-CoA hydratase/isomerase family protein	
PP_3710		Uncharacterized protein	
PP_3605		Transcriptional regulator, LysR family	
PP_3580			DUF1652 domain-containing protein
PP_3545			histidine kinase
PP_3509			Bleomycin resistance protein
PP_3481			Pilus assembly protein
PP_3362		Transcriptional regulator, AsnC family	
PP_3339			DUF2946 domain-containing protein
PP_3284	paaF	Enoyl-CoA hydratase-isomerase	
PP_3178	garK	Glycerate kinase	
PP_3166	catA-II		catechol 1,2-dioxygenase
PP_3102			Tsi6 domain-containing protein
PP_3062		Pyocin R2_PP, tail length determination protein	
PP_3006		RNA polymerase sigma-70 factor, ECF subfamily	
PP_2893			Translocation/assembly module TamB
PP_2892			Translocation and assembly module subunit TamA
PP_2859			NadR/Ttd14 AAA domain-containing protein
PP_2799		Aminotransferase, class III	
PP_2790		Sigma-54 dependent sensory box protein	
PP_2673		Pentapeptide repeat family protein	
PP_2653		Transcriptional regulator, Cro/CI family	
PP_2643	pcaY		Methyl-accepting chemotaxis protein PcaY
PP_2558		Outer membrane efflux protein	
PP_2550			Probable transcriptional regulatory protein PP_2550
PP_2524		HD domain protein	
PP_2473			Inovirus Gp2 family protein
PP_2286		Uncharacterized protein	
PP_2231		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_2219		Uncharacterized protein	
PP_2167		PhoD-like phosphatase	
PP_2130		Soluble lytic transglycosylase	
PP_2045		Metallo-beta-lactamase family protein	
PP_2020		Lipoprotein	
PP_2014			Rhomboid family intramembrane serine protease
PP_1981	dusC		tRNA-dihydrouridine(16) synthase
PP_1944		Aminomethyltransferase	
PP_1451			YkuD domain-containing protein
PP_1312	zapE		Cell division protein ZapE
PP_1184		Dienelactone hydrolase family protein	
PP_1138	livG	Branched chain amino acid transporter-ATP binding subunit	
PP_1124			Copper resistance protein D domain-containing protein
PP_1122		OmpA family protein	
PP_1116		Site-specific recombinase, resolvase family	
PP_1058			Glycosyl transferase family 51 domain-containing protein
PP_0875			FAD dependent oxidoreductase domain-containing protein
PP_0847	fdx		2Fe-2S ferredoxin
PP_0846	hscA		Chaperone protein HscA homolog
PP_0833	tgt		Queuine tRNA-ribosyltransferase
PP_0818			DUF2974 domain-containing protein
PP_0786	trxB		Thioredoxin reductase
PP_0684	fklB-I		Peptidyl-prolyl cis-trans isomerase
PP_0676		Transcription elongation factor	
PP_0591			Adenine deaminase
PP_0558	accC		Biotin carboxylase
PP_0543	eutB		Ethanolamine ammonia-lyase large subunit
PP_0521			Solute-binding protein family 3/N-terminal domain-containing protein
PP_0391	plsY		Glycerol-3-phosphate acyltransferase
PP_0341	waaF	ADP-heptose:LPS heptosyltransferase II	
PP_0234	oprE	Outer-membrane porin E	
PP_0218		Sensory box protein	
PP_0203		Dipeptidase	
PP_0130	amiD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase	
PP_0110	cyoE1		Protoheme IX farnesyltransferase 1
PP_0031		Uncharacterized protein	
PP_0623	rluD		Pseudouridine synthase
PP_5515		Uncharacterized protein	
PP_5561			Type VI secretion system-associated protein TagF
PP_0011	dnaN		Beta sliding clamp
PP_0396			UPF0229 protein PP_0396
PP_5399		Uncharacterized protein	
PP_5303	ridA	Aminoacrylate/iminopropionate hydrolase/deaminase	
PP_5276		Phospholipase D family protein	
PP_5206	yhiI	Translation-related protein	
PP_5183	spuB	Glutamylpolyamine synthetase	
PP_5146	rppH		RNA pyrophosphohydrolase
PP_5136		ABC transporter, permease protein	
PP_5132	folA		Dihydrofolate reductase
PP_5098	metW	Methionine biosynthesis protein MetW	
PP_5095	proI		Pyrroline-5-carboxylate reductase
PP_5056	gpmI		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PP_5027	dtd		D-aminoacyl-tRNA deacylase
PP_5026	opgG		Glucans biosynthesis protein G
PP_4968	ligB		DNA ligase B
PP_4867		Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)	
PP_4824			histidine kinase
PP_4750		Amino acid ABC transporter, permease protein	
PP_4512		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_4341	fliA		RNA polymerase sigma factor FliA
PP_4328			Flagellar hook-length control protein-like C-terminal domain-containing protein
PP_4212	pvdP	Pyoverdine biosynthesis related protein	
PP_4151		Excisionase domain protein	
PP_3919			DUF4224 domain-containing protein
PP_3783	syrB	Syringomycin biosynthesis enzyme 2	
PP_3767		Uncharacterized protein	
PP_3676			Core-binding (CB) domain-containing protein
PP_3662			AMP nucleosidase
PP_3640		Transcriptional regulator, AraC family	
PP_3577	fecI	RNA polymerase, sigma 19 factor	
PP_3526		Transcriptional regulator, AraC family	
PP_3450			Bacteriophage N4 adsorption protein A C-terminal domain-containing protein
PP_3329			DUF2254 domain-containing protein
PP_3305		Membrane protein, TerC family	
PP_3271	phaK	Phenylacetic acid-specific porin	
PP_3241			DUF4142 domain-containing protein
PP_3179		Transcriptional regulator, LysR family	
PP_3117			Translesion DNA synthesis-associated protein ImuA
PP_3063	gpU	Pyocin R2_PP, tail formation protein	
PP_3056		Pyocin R2_PP, tail fiber protein	
PP_3047			Major capsid protein E
PP_3022		Transcriptional regulator, AraC family	
PP_3013		Uncharacterized protein	
PP_2905	cysS		Cysteine--tRNA ligase
PP_2889		Transmembrane regulator PrtR	
PP_2852		Sulfatase domain protein	
PP_2797	actP-II	Acetate permease	
PP_2785			DUF1302 domain-containing protein
PP_2736			Amine oxidase domain-containing protein
PP_2728			DUF1543 domain-containing protein
PP_2692		Transporter, BCCT family	
PP_2619		FHA domain protein	
PP_2454	rbsB	Ribose ABC transporter, periplasmic ribose-binding subunit	
PP_2443	sstT		Serine/threonine transporter SstT
PP_2429		Membrane protein	
PP_2229	mrpC	K(+)/H(+) antiporter subunit C	
PP_2224		Uncharacterized protein	
PP_2214	fadBA	3-hydroxyacyl-CoA dehydrogenase type-2	
PP_2210		LysR family transcriptional regulator	
PP_2168	tal		Transaldolase
PP_2146		Helicase SNF2/RAD54 family	
PP_2101	evgA	DNA-binding response regulator in two-component regulatory system with EvgS	
PP_2087	cmpX		Small-conductance mechanosensitive channel
PP_2074		Transcriptional regulator, LysR family	
PP_2021	ppgL	L-alpha-hydroxyglutaric acid gamma-lactonase	
PP_1800	rmd	Oxidoreductase Rmd	
PP_1757	bolA	DNA-binding transcriptional dual regulator	
PP_1643			DUF2069 domain-containing protein
PP_1630	recX		Regulatory protein RecX
PP_1589	glnD		Bifunctional uridylyltransferase/uridylyl-removing enzyme
PP_1479	hicB	HicB protein	
PP_1442			Proteinase inhibitor I42 chagasin domain-containing protein
PP_1337	murG		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PP_1330	ftsL		Cell division protein FtsL
PP_1092	nth		Endonuclease III
PP_1046	xcpQ	Type II secretion pathway protein XcpQ	
PP_1019	oprB-I	Carbohydrate-selective porin	
PP_0963	ttg2F	BolA family protein	
PP_0927	aroP-I	Aromatic amino acid transport protein	
PP_0915	sodB		Superoxide dismutase [Fe]
PP_0874			(S)-ureidoglycine aminohydrolase cupin domain-containing protein
PP_0813	cyoB		Cytochrome bo(3) ubiquinol oxidase subunit 1
PP_0720	pth		Peptidyl-tRNA hydrolase
PP_0701	fsr-I	Fosmidomycin efflux system	
PP_0679			DUF3015 domain-containing protein
PP_0619		Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	
PP_0593	yigZ	Ribosome-binding factor	
PP_0571			MFS transporter
PP_0542	eutC		Ethanolamine ammonia-lyase small subunit
PP_0387	rpoD		RNA polymerase sigma factor RpoD
PP_0366	bioD		ATP-dependent dethiobiotin synthetase BioD
PP_0247	envZ		histidine kinase
PP_0236	ssuE		FMN reductase (NADPH)
PP_0151			Holliday junction resolvase
PP_0126	cc	Cytochrome c4	
PP_0066	rsmB		Ribosomal RNA small subunit methyltransferase B
PP_5425		Uncharacterized protein	
PP_5438		Uncharacterized protein	
PP_1994	truA		tRNA pseudouridine synthase A
PP_5576		Uncharacterized protein	
PP_5583		Uncharacterized protein	
PP_5592			ArsR family transcriptional regulator
PP_5615		Uncharacterized protein	
PP_5616		Uncharacterized protein	
PP_5686		Uncharacterized protein	
PP_5383	copR-II	Transcriptional activator protein	
PP_5373		Rieske 2Fe-2S family protein	
PP_5351	zwf		Glucose-6-phosphate 1-dehydrogenase
PP_5339	oruR	Transcriptional regulator, ornithine utilization	
PP_5330		Major facilitator family transporter	
PP_5237		Uncharacterized protein	
PP_5189		Uncharacterized protein	
PP_5149	ilvA-II		L-threonine dehydratase
PP_5112		Processin peptidase	
PP_5047	glnL		histidine kinase
PP_5044	typA		50S ribosomal subunit assembly factor BipA
PP_5028	pip		Proline iminopeptidase
PP_5012	ubiJ		Ubiquinone biosynthesis accessory factor UbiJ
PP_5008		Poly granule-associated protein	
PP_4989	pilJ	Protein PilJ	
PP_4858			Phage infection protein
PP_4817		MaoC domain protein	
PP_4676	msrP		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
PP_4661	mdaB	Modulator of drug activity B	
PP_4618			Protein SirB1 N-terminal domain-containing protein
PP_4602		Transcriptional regulator, AraC family	
PP_4597	moaA		GTP 3',8-cyclase
PP_4571	cysK		Cysteine synthase
PP_4557			DUF2790 domain-containing protein
PP_4498	scpA	Segregation and condensation protein A	
PP_4424		Uncharacterized HTH-type transcriptional regulator y4tD	
PP_4400	bkdR	Bkd operon transcriptional regulator	
PP_4284		Transporter	
PP_4185	sucD		Succinate--CoA ligase [ADP-forming] subunit alpha
PP_4125	nuoH		NADH-quinone oxidoreductase subunit H
PP_4123	nuoF		NADH-quinone oxidoreductase subunit F
PP_4100		Transcriptional regulator, Cro/CI family	
PP_4005	aat		Leucyl/phenylalanyl-tRNA--protein transferase
PP_3881		Phage terminase, large subunit	
PP_3787			Beta-ketoacyl-[acyl-carrier-protein] synthase III N-terminal domain-containing protein
PP_3776		Permease (RarD protein)	
PP_3699		Uncharacterized protein	
PP_3657		p-nitrobenzoate reductase NfnB	
PP_3589	sdaC	Serine:H+ symport permease, threonine-insensitive	
PP_3551		DNA-binding response regulator, LuxR family	
PP_3472	csgG		Curli production assembly/transport component CsgG
PP_3468			DUF3077 domain-containing protein
PP_3429			histidine kinase
PP_3354		Acyl-CoA dehydrogenase, ferrulic acid biotransformation protein	
PP_3312		Heat shock protein	
PP_3207		Cyclase	
PP_3146		Oxidoreductase	
PP_3124		Short chain fatty acid transporter	
PP_3099	puuD	Uricase/urate oxidase	
PP_3054	gpJ	Pyocin R2_PP, baseplate/tail fiber protein	
PP_3030		Uncharacterized protein	
PP_2958	grx		Glutaredoxin
PP_2947		Transcriptional regulator MvaT, P16 subunit	
PP_2903	ppiB		Peptidyl-prolyl cis-trans isomerase
PP_2694		Aldehyde dehydrogenase family protein	
PP_2659	pstB1		Phosphate import ATP-binding protein PstB 1
PP_2646			DUF2493 domain-containing protein
PP_2584	oguA	Hydroxydechloroatrazine ethylaminohydrolase	
PP_2563		Antibiotic biosynthesis protein	
PP_2542		Transcriptional regulator, GntR family	
PP_2533		D-isomer specific 2-hydroxyacid dehydrogenase family protein	
PP_2518	galA		Gallate dioxygenase
PP_2515	galB		4-oxalmesaconate hydratase
PP_2422			Carboxymuconolactone decarboxylase-like domain-containing protein
PP_2325			2-dehydropantoate 2-reductase
PP_2309			Terminase
PP_2185			formate dehydrogenase
PP_2118			Multifunctional fatty acid oxidation complex subunit alpha
PP_2061		Uncharacterized protein	
PP_2051	fadA	3-ketoacyl-CoA thiolase (Thiolase I)	
PP_1867			Spermidine synthase
PP_1825		Uncharacterized protein	
PP_1760		ABC transporter, ATP-binding protein	
PP_1710		MFS transporter, phthalate permease family	
PP_1691			Glutamate synthase [NADPH] large chain
PP_1664	purN		Phosphoribosylglycinamide formyltransferase
PP_1494		Response regulator/GGDEF domain protein	
PP_1440	cmoB		tRNA U34 carboxymethyltransferase
PP_1438	czcR-III	Response regulator	
PP_1136			Delta-60 repeat domain-containing protein
PP_1075	glpK		Glycerol kinase
PP_0817	alaC	Aminotransferase	
PP_0772		Metallo-beta-lactamase family protein	
PP_0711	ycaC-I	Hydrolase	
PP_0614		N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1	
PP_0597	mmsA-I	Methylmalonate-semialdehyde dehydrogenase	
PP_0532			Esterase
PP_0493	selA		L-seryl-tRNA(Sec) selenium transferase
PP_0123	polA		DNA polymerase I
PP_0070	tsaC		Threonylcarbamoyl-AMP synthase
PP_0060	glyS		Glycine--tRNA ligase beta subunit
PP_5456		Uncharacterized protein	
PP_5526			CopG family transcriptional regulator
PP_5596		Uncharacterized protein	
PP_5609			Peptide synthetase
PP_5721			TIGR02449 family protein
PP_5380	copA-II	Copper resistance protein A	
PP_5260	hglS		2-oxoadipate dioxygenase/decarboxylase
PP_5211			Gamma-glutamylcyclotransferase
PP_5204		Uncharacterized protein	
PP_5173		RND efflux transporter	
PP_5076	gltB	L-glutamate synthase(NADPH) alpha subunit	
PP_5057		Peptidase, M23/M37 family	
PP_5006		Transcriptional regulator, TetR family	
PP_4936	wzy	O-antigen polymerase	
PP_4902	orn		Oligoribonuclease
PP_4752		Xaa-Pro aminopeptidase	
PP_4741	hsdM		site-specific DNA-methyltransferase (adenine-specific)
PP_4734	pdhR	DNA-binding transcriptional dual regulator, LldR-L-lactate	
PP_4608		RNA polymerase sigma-70 factor, ECF subfamily	
PP_4596		Oxidoreductase	
PP_4499	yciO	Maturation enzyme	
PP_4402	bkdAB	Branched-chain alpha-keto acid dehydrogenase complex, beta subunit	
PP_4359	fliL		Flagellar protein FliL
PP_4349			Large polyvalent protein-associated domain-containing protein
PP_4285	pucM		5-hydroxyisourate hydrolase
PP_4181			Thioesterase domain-containing protein
PP_4178		Dienelactone hydrolase family protein	
PP_4158	kdpD		histidine kinase
PP_4057			Autotransporter domain-containing protein
PP_4052	malQ		4-alpha-glucanotransferase
PP_4016	purB		Adenylosuccinate lyase
PP_3830	modC		Molybdenum import ATP-binding protein ModC
PP_3797			Peptidase
PP_3784			Endoribonuclease L-PSP
PP_3748	glcG		GlcG protein
PP_3714	catC		Muconolactone Delta-isomerase
PP_3661			UPF0324 membrane protein PP_3661
PP_3616			Toxin VasX N-terminal region domain-containing protein
PP_3597		Amino-acid ABC transporter, ATP-binding protein	
PP_3560		Transcriptional regulator, LysR family	
PP_3514	oplB	5-oxoprolinase B	
PP_3488		Sco1/SenC family protein	
PP_3451			DUF4434 domain-containing protein
PP_3432			Putative cyclic diguanylate phosphodiesterase CSS motif-containing domain-containing protein
PP_3387			DUF4123 domain-containing protein
PP_3375	endA	Endonuclease I	
PP_3322	hemBB		Delta-aminolevulinic acid dehydratase
PP_3295		YeeE/YedE family protein	
PP_3247		Transporter, bile acid/Na+ symporter family	
PP_3221		ABC transporter, permease protein	
PP_3165	benK	Benzoate MFS transporter	
PP_3154	pagL-II		Lipid A deacylase
PP_3113		Transposase	
PP_3050			Phage protein
PP_2803	dhaT	1,3-propanediol dehydrogenase	
PP_2775		Glycine betaine/L-proline ABC transporter, periplasmic component	
PP_2718	arsR2		Arsenic resistance transcriptional regulator ArsR2
PP_2608		Shikimate dehydrogenase family protein	
PP_2564		Quercetin 2,3-dioxygenase	
PP_2561		Secreted hemolysin-type calcium-binding bacteriocin	
PP_2448	puuB	Gamma-glutamylputrescine oxidase	
PP_2359		Type 1 pili subunit CsuA/B protein	
PP_2311	tatD	Mg-dependent cytoplasmic DNase / RNase	
PP_2307			CHAD domain-containing protein
PP_2304		Peptidyl-prolyl cis-trans isomerase D	
PP_2252			Lipoprotein
PP_2194		Transcriptional regulator, LysR family	
PP_2179	spuA	Glutamine amidotransferase	
PP_1794			DUF4214 domain-containing protein
PP_1783	rfbA		Glucose-1-phosphate thymidylyltransferase
PP_1755	fumC		Fumarate hydratase class II
PP_1703		Assimilatory nitrate reductase/sulfite reductase	
PP_1675	cobD		Cobalamin biosynthesis protein CobD
PP_1592	tsf		Elongation factor Ts
PP_1591	rpsB		Small ribosomal subunit protein uS2
PP_1554			VRR-NUC domain-containing protein
PP_1548			Co-chaperone DjlA N-terminal domain-containing protein
PP_1377	pcaF-I		3-oxoadipyl-CoA thiolase
PP_1297	yhdW	Amino-acid ABC transporter-binding protein YhdW	
PP_1265			DUF1656 domain-containing protein
PP_1261	ghrB	2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase	
PP_1228	mcpU		Methyl-accepting chemotaxis protein McpU
PP_1065	glmP	Membrane protein required for efficient alginate biosynthesis	
PP_1039	tatC-I		Sec-independent protein translocase protein TatC
PP_1036	mltF		Membrane-bound lytic murein transglycosylase F
PP_1020	yeaD		Putative glucose-6-phosphate 1-epimerase
PP_0930	gatB		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PP_0896		Carbon-nitrogen hydrolase family protein	
PP_0785	cysZ		Sulfate transporter CysZ
PP_0674	ettA		Energy-dependent translational throttle protein EttA
PP_0569		MATE efflux family protein	
PP_0554	acoB	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta	
PP_0392	folB		7,8-dihydroneopterin aldolase
PP_0390	tsaD		tRNA N6-adenosine threonylcarbamoyltransferase
PP_0372	aruC	Acetylornithine aminotransferase 2	
PP_0363	bioF		8-amino-7-oxononanoate synthase
PP_0314			RHS repeat-associated core domain-containing protein
PP_0255			Glycine zipper domain-containing protein
PP_0239	ssuC	Aliphatic sulfonate ABC transporter-permease subunit / transport of isethionate	
PP_0238	ssuD		Alkanesulfonate monooxygenase
PP_5429		Uncharacterized protein	
PP_5522		Uncharacterized protein	
PP_3408	cbtA	Cobalt transporter subunit A	
PP_5629		Intracellular protease/amidase	
PP_5735		Uncharacterized protein	
PP_1773	ihfB		Integration host factor subunit beta
PP_5382		Exported protein	
PP_5355		Sodium/proton antiporter	
PP_5346	pycB	Pyruvate carboxylase subunit B	
PP_5271	lrp	DNA-binding transcriptional dual regulator, leucine-binding	
PP_5263		GGDEF domain protein	
PP_5252			Amidohydrolase 3 domain-containing protein
PP_5194	gcvT		Aminomethyltransferase
PP_4994			TonB C-terminal domain-containing protein
PP_4980	rhlE		ATP-dependent RNA helicase RhlE
PP_4909	serB		Phosphoserine phosphatase
PP_4890	hisZ		ATP phosphoribosyltransferase regulatory subunit
PP_4771		Uncharacterized protein	
PP_4535			DUF3732 domain-containing protein
PP_4511		Transcriptional regulator, AraC family	
PP_4432		Xaa-Pro aminopeptidase	
PP_4406		Uncharacterized protein	
PP_4375	fliS		Flagellar secretion chaperone FliS
PP_4344	flhA		Flagellar biosynthesis protein FlhA
PP_4332		Chemotaxis protein CheW	
PP_4196			Translation initiation factor 2
PP_4015	hflD		High frequency lysogenization protein HflD homolog
PP_3906			Phage protein
PP_3811		Transcriptional regulator, LysR family	
PP_3756		TetR family transcriptional regulator	
PP_3755	hbd	3-hydroxybutyryl-CoA dehydrogenase	
PP_3744	glcC	Transcriptional dual regulator GlcC-Glycolate	
PP_3737	vanB	Vanillate O-demethylase oxidoreductase	
PP_3683		Uncharacterized protein	
PP_3420			histidine kinase
PP_3376	ptxD	Phosphonate dehydrogenase	
PP_3304			Bcr/CflA family efflux transporter
PP_3265	ybhP-I		Endonuclease/exonuclease/phosphatase domain-containing protein
PP_3234		Heat shock protein, HSP20 family	
PP_3208		Oxidoreductase, Pdr/VanB family	
PP_3158			Lipoprotein
PP_2955		Magnesium/cobalt transporter, CorA family	
PP_2940	yefM		Antitoxin
PP_2935			Uncharacterized MFS-type transporter PP_2935
PP_2817	mexC	Multidrug efflux RND membrane fusion protein MexC	
PP_2751			Leucine-binding protein domain-containing protein
PP_2727		C-factor	
PP_2526	cigR		Integral membrane protein
PP_2507		Oxidoreductase, short-chain dehydrogenase/reductase family	
PP_2423	lpxOA	Fe(2+)/alpha-ketoglutarate-dependent dioxygenase	
PP_2415		Acetyltransferase, GNAT family	
PP_2294		Uncharacterized protein	
PP_2272			Poly A polymerase head domain-containing protein
PP_2225	mrpG	Multicomponent potassium-proton antiporter, subunit G	
PP_2149	gapB		Glyceraldehyde-3-phosphate dehydrogenase
PP_2024	sbcC	Exonuclease SbcC	
PP_2018		BNR domain protein	
PP_2006			TULIP family P47-like protein
PP_1960			Tyr recombinase domain-containing protein
PP_1959		Uncharacterized protein	
PP_1925		Monooxygenase	
PP_1913	fabD		Malonyl CoA-acyl carrier protein transacylase
PP_1882			RHS repeat-associated core domain-containing protein
PP_1781		O-acyltransferase	
PP_1744			DUF3309 domain-containing protein
PP_1655	rlmD		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
